Date,Price
2025-03-10 00:55:22,2932.16894531
2025-03-10 00:56:22,2931.66137695
2025-03-10 00:57:22,2932.29589844
2025-03-10 00:58:22,2932.16894531
2025-03-10 00:59:22,2931.85131836
2025-03-10 01:00:22,2932.10449219
2025-03-10 01:01:22,2932.10449219
2025-03-10 01:02:22,2933.5
2025-03-10 01:03:22,2933.1184082
2025-03-10 01:04:22,2932.35864258
2025-03-10 01:05:22,2931.02270508
2025-03-10 01:06:22,2931.46826172
2025-03-10 01:07:22,2932.16894531
2025-03-10 01:08:22,2932.16894531
2025-03-10 01:09:22,2932.61425781
2025-03-10 01:10:22,2932.9921875
2025-03-10 01:11:22,2933.5
2025-03-10 01:12:22,2933.62451172
2025-03-10 01:13:22,2934.00805664
2025-03-10 01:14:22,2933.05761719
2025-03-10 01:15:22,2933.5
2025-03-10 01:16:22,2933.43383789
2025-03-10 01:17:22,2933.62451172
2025-03-10 01:18:22,2933.30737305
2025-03-10 01:19:22,2934.13256836
2025-03-10 01:20:22,2934.06787109
2025-03-10 01:21:22,2934.3215332
2025-03-10 01:22:22,2933.94506836
2025-03-10 01:23:22,2934.26000977
2025-03-10 01:24:22,2934.44946289
2025-03-10 01:25:22,2933.69116211
2025-03-10 01:26:22,2933.81567383
2025-03-10 01:27:22,2934.63989258
2025-03-10 01:28:22,2934.06787109
2025-03-10 01:29:22,2934.44946289
2025-03-10 01:30:22,2934.44946289
2025-03-10 01:31:22,2934.70605469
2025-03-10 01:32:22,2934.95898438
2025-03-10 01:33:22,2934.82861328
2025-03-10 01:34:22,2935.72290039
2025-03-10 01:35:22,2936.04467773
2025-03-10 01:36:22,2937.34277344
2025-03-10 01:37:22,2937.67382812
2025-03-10 01:38:22,2936.88525391
2025-03-10 01:39:22,2937.7421875
2025-03-10 01:40:22,2937.40942383
2025-03-10 01:41:22,2937.01513672
2025-03-10 01:42:22,2936.94799805
2025-03-10 01:43:22,2936.17236328
2025-03-10 01:44:22,2935.97802734
2025-03-10 01:45:22,2935.59643555
2025-03-10 01:46:22,2934.70605469
2025-03-10 01:47:22,2934.63989258
2025-03-10 01:48:22,2935.21044922
2025-03-10 01:49:22,2935.02026367
2025-03-10 01:50:22,2935.21044922
2025-03-10 01:51:22,2934.44946289
2025-03-10 01:52:22,2935.21044922
2025-03-10 01:53:22,2934.89306641
2025-03-10 01:54:22,2935.14819336
2025-03-10 01:55:22,2934.19311523
2025-03-10 01:56:22,2933.56298828
2025-03-10 01:57:22,2933.69116211
2025-03-10 01:58:22,2934.44946289
2025-03-10 01:59:22,2933.94506836
2025-03-10 02:00:22,2934.765625
2025-03-10 02:01:22,2935.08105469
2025-03-10 02:02:22,2934.38452148
2025-03-10 02:03:22,2934.95898438
2025-03-10 02:04:22,2934.38452148
2025-03-10 02:05:22,2934.26000977
2025-03-10 02:06:22,2934.19311523
2025-03-10 02:07:22,2934.06787109
2025-03-10 02:08:22,2934.70605469
2025-03-10 02:09:22,2934.06787109
2025-03-10 02:10:22,2933.05761719
2025-03-10 02:11:22,2933.30737305
2025-03-10 02:12:22,2934.19311523
2025-03-10 02:13:22,2933.18164062
2025-03-10 02:14:22,2932.92797852
2025-03-10 02:15:22,2932.9921875
2025-03-10 02:16:22,2932.55029297
2025-03-10 02:17:22,2931.9128418
2025-03-10 02:18:22,2933.05761719
2025-03-10 02:19:22,2933.05761719
2025-03-10 02:20:22,2932.80371094
2025-03-10 02:21:22,2933.62451172
2025-03-10 02:22:22,2932.9921875
2025-03-10 02:23:22,2933.30737305
2025-03-10 02:24:22,2933.94506836
2025-03-10 02:25:22,2934.3215332
2025-03-10 02:26:22,2935.21044922
2025-03-10 02:27:22,2934.89306641
2025-03-10 02:28:22,2934.26000977
2025-03-10 02:29:22,2932.80371094
2025-03-10 02:30:22,2933.43383789
2025-03-10 02:31:22,2933.24682617
2025-03-10 02:32:22,2933.43383789
2025-03-10 02:33:22,2934.06787109
2025-03-10 02:34:22,2934.13256836
2025-03-10 02:35:22,2933.75390625
2025-03-10 02:36:22,2933.1184082
2025-03-10 02:37:22,2933.81567383
2025-03-10 02:38:22,2934.19311523
2025-03-10 02:39:22,2934.765625
2025-03-10 02:40:22,2935.02026367
2025-03-10 02:41:22,2936.04467773
2025-03-10 02:42:22,2935.33886719
2025-03-10 02:43:22,2934.89306641
2025-03-10 02:44:22,2934.765625
2025-03-10 02:45:22,2936.10913086
2025-03-10 02:46:22,2935.08105469
2025-03-10 02:47:22,2934.82861328
2025-03-10 02:48:22,2934.13256836
2025-03-10 02:49:22,2932.61425781
2025-03-10 02:50:22,2932.48535156
2025-03-10 02:51:22,2932.16894531
2025-03-10 02:52:22,2932.61425781
2025-03-10 02:53:22,2933.1184082
2025-03-10 02:54:22,2932.80371094
2025-03-10 02:55:22,2932.74023438
2025-03-10 02:56:22,2933.37255859
2025-03-10 02:57:22,2932.80371094
2025-03-10 02:58:22,2932.61425781
2025-03-10 02:59:22,2933.94506836
2025-03-10 03:00:22,2934.26000977
2025-03-10 03:01:22,2933.87963867
2025-03-10 03:02:22,2935.14819336
2025-03-10 03:03:22,2935.65991211
2025-03-10 03:04:22,2936.10913086
2025-03-10 03:05:22,2935.97802734
2025-03-10 03:06:22,2935.46704102
2025-03-10 03:07:22,2937.27563477
2025-03-10 03:08:22,2937.2109375
2025-03-10 03:09:22,2937.14599609
2025-03-10 03:10:22,2937.34277344
2025-03-10 03:11:22,2938.07739258
2025-03-10 03:12:22,2938.41333008
2025-03-10 03:13:22,2939.87255859
2025-03-10 03:14:22,2939.73144531
2025-03-10 03:15:22,2938.3449707
2025-03-10 03:16:22,2937.01513672
2025-03-10 03:17:22,2938.01025391
2025-03-10 03:18:22,2937.87402344
2025-03-10 03:19:22,2937.94091797
2025-03-10 03:20:22,2938.21044922
2025-03-10 03:21:22,2938.14404297
2025-03-10 03:22:22,2937.7421875
2025-03-10 03:23:22,2937.14599609
2025-03-10 03:24:22,2938.01025391
2025-03-10 03:25:22,2936.10913086
2025-03-10 03:26:22,2936.68774414
2025-03-10 03:27:22,2936.10913086
2025-03-10 03:28:22,2935.40283203
2025-03-10 03:29:22,2935.84985352
2025-03-10 03:30:22,2936.56005859
2025-03-10 03:31:22,2936.62353516
2025-03-10 03:32:22,2936.68774414
2025-03-10 03:33:22,2936.17236328
2025-03-10 03:34:22,2936.17236328
2025-03-10 03:35:22,2935.72290039
2025-03-10 03:36:22,2934.82861328
2025-03-10 03:37:22,2935.40283203
2025-03-10 03:38:22,2934.57568359
2025-03-10 03:39:22,2935.27490234
2025-03-10 03:40:22,2935.91455078
2025-03-10 03:41:22,2935.91455078
2025-03-10 03:42:22,2936.75585938
2025-03-10 03:43:22,2936.62353516
2025-03-10 03:44:22,2935.78491211
2025-03-10 03:45:22,2936.04467773
2025-03-10 03:46:22,2936.49536133
2025-03-10 03:47:22,2936.56005859
2025-03-10 03:48:22,2936.68774414
2025-03-10 03:49:22,2936.75585938
2025-03-10 03:50:22,2936.75585938
2025-03-10 03:51:22,2936.49536133
2025-03-10 03:52:22,2936.36523438
2025-03-10 03:53:22,2936.36523438
2025-03-10 03:54:22,2936.88525391
2025-03-10 03:55:22,2937.14599609
2025-03-10 03:56:22,2937.34277344
2025-03-10 03:57:22,2938.07739258
2025-03-10 03:58:22,2937.2109375
2025-03-10 03:59:22,2936.82055664
2025-03-10 04:00:22,2937.54077148
2025-03-10 04:01:22,2937.87402344
2025-03-10 04:02:22,2938.27954102
2025-03-10 04:03:22,2938.21044922
2025-03-10 04:04:22,2938.4831543
2025-03-10 04:05:22,2938.14404297
2025-03-10 04:06:22,2938.21044922
2025-03-10 04:07:22,2938.89331055
2025-03-10 04:08:22,2938.3449707
2025-03-10 04:09:22,2938.4831543
2025-03-10 04:10:22,2938.21044922
2025-03-10 04:11:22,2938.82641602
2025-03-10 04:12:22,2938.4831543
2025-03-10 04:13:22,2938.75561523
2025-03-10 04:14:22,2938.41333008
2025-03-10 04:15:22,2938.6171875
2025-03-10 04:16:22,2939.09790039
2025-03-10 04:17:22,2938.96191406
2025-03-10 04:18:22,2939.37866211
2025-03-10 04:19:22,2939.09790039
2025-03-10 04:20:22,2939.44970703
2025-03-10 04:21:22,2939.0300293
2025-03-10 04:22:22,2939.16943359
2025-03-10 04:23:22,2939.0300293
2025-03-10 04:24:22,2939.37866211
2025-03-10 04:25:22,2939.16943359
2025-03-10 04:26:22,2938.41333008
2025-03-10 04:27:22,2939.0300293
2025-03-10 04:28:22,2938.96191406
2025-03-10 04:29:22,2937.80737305
2025-03-10 04:30:22,2936.82055664
2025-03-10 04:31:22,2936.49536133
2025-03-10 04:32:22,2935.97802734
2025-03-10 04:33:22,2935.65991211
2025-03-10 04:34:22,2935.84985352
2025-03-10 04:35:22,2935.72290039
2025-03-10 04:36:22,2935.46704102
2025-03-10 04:37:22,2935.40283203
2025-03-10 04:38:22,2935.14819336
2025-03-10 04:39:22,2935.33886719
2025-03-10 04:40:22,2935.46704102
2025-03-10 04:41:22,2935.40283203
2025-03-10 04:42:22,2935.33886719
2025-03-10 04:43:22,2935.33886719
2025-03-10 04:44:22,2935.97802734
2025-03-10 04:45:22,2935.65991211
2025-03-10 04:46:22,2936.04467773
2025-03-10 04:47:22,2936.29980469
2025-03-10 04:48:22,2936.36523438
2025-03-10 04:49:22,2936.23608398
2025-03-10 04:50:22,2935.84985352
2025-03-10 04:51:22,2936.17236328
2025-03-10 04:52:22,2936.23608398
2025-03-10 04:53:22,2935.84985352
2025-03-10 04:54:22,2937.27563477
2025-03-10 04:55:22,2936.75585938
2025-03-10 04:56:22,2936.36523438
2025-03-10 04:57:22,2935.78491211
2025-03-10 04:58:22,2935.46704102
2025-03-10 04:59:22,2936.04467773
2025-03-10 05:00:22,2936.04467773
2025-03-10 05:01:22,2936.23608398
2025-03-10 05:02:22,2936.17236328
2025-03-10 05:03:22,2937.27563477
2025-03-10 05:04:22,2938.01025391
2025-03-10 05:05:22,2936.88525391
2025-03-10 05:06:22,2936.10913086
2025-03-10 05:07:22,2936.82055664
2025-03-10 05:08:22,2937.07910156
2025-03-10 05:09:22,2937.87402344
2025-03-10 05:10:22,2939.16943359
2025-03-10 05:11:22,2939.66064453
2025-03-10 05:12:22,2937.94091797
2025-03-10 05:13:22,2938.55078125
2025-03-10 05:14:22,2939.09790039
2025-03-10 05:15:22,2939.23974609
2025-03-10 05:16:22,2940.22998047
2025-03-10 05:17:22,2940.22998047
2025-03-10 05:18:22,2940.80615234
2025-03-10 05:19:22,2941.02661133
2025-03-10 05:20:22,2940.08666992
2025-03-10 05:21:22,2940.515625
2025-03-10 05:22:22,2940.515625
2025-03-10 05:23:22,2939.94335938
2025-03-10 05:24:22,2941.02661133
2025-03-10 05:25:22,2941.09643555
2025-03-10 05:26:22,2941.31860352
2025-03-10 05:27:22,2941.24487305
2025-03-10 05:28:22,2941.31860352
2025-03-10 05:29:22,2941.68505859
2025-03-10 05:30:22,2941.31860352
2025-03-10 05:31:22,2940.58935547
2025-03-10 05:32:22,2940.44335938
2025-03-10 05:33:22,2939.66064453
2025-03-10 05:34:22,2939.66064453
2025-03-10 05:35:22,2938.82641602
2025-03-10 05:36:22,2938.6171875
2025-03-10 05:37:22,2938.3449707
2025-03-10 05:38:22,2937.80737305
2025-03-10 05:39:22,2937.34277344
2025-03-10 05:40:22,2937.87402344
2025-03-10 05:41:22,2937.34277344
2025-03-10 05:42:22,2936.88525391
2025-03-10 05:43:22,2936.68774414
2025-03-10 05:44:22,2936.23608398
2025-03-10 05:45:22,2936.62353516
2025-03-10 05:46:22,2936.82055664
2025-03-10 05:47:22,2936.88525391
2025-03-10 05:48:22,2937.01513672
2025-03-10 05:49:22,2936.82055664
2025-03-10 05:50:22,2937.2109375
2025-03-10 05:51:22,2937.14599609
2025-03-10 05:52:22,2937.01513672
2025-03-10 05:53:22,2935.78491211
2025-03-10 05:54:22,2936.56005859
2025-03-10 05:55:22,2936.36523438
2025-03-10 05:56:22,2938.6875
2025-03-10 05:57:22,2938.55078125
2025-03-10 05:58:22,2937.60791016
2025-03-10 05:59:22,2936.82055664
2025-03-10 06:00:22,2936.29980469
2025-03-10 06:01:22,2936.62353516
2025-03-10 06:02:22,2936.23608398
2025-03-10 06:03:22,2934.82861328
2025-03-10 06:04:22,2935.72290039
2025-03-10 06:05:22,2935.33886719
2025-03-10 06:06:22,2935.91455078
2025-03-10 06:07:22,2936.29980469
2025-03-10 06:08:22,2936.23608398
2025-03-10 06:09:22,2935.91455078
2025-03-10 06:10:22,2935.40283203
2025-03-10 06:11:22,2935.59643555
2025-03-10 06:12:22,2936.29980469
2025-03-10 06:13:22,2937.14599609
2025-03-10 06:14:22,2936.56005859
2025-03-10 06:15:22,2936.36523438
2025-03-10 06:16:22,2936.56005859
2025-03-10 06:17:22,2936.23608398
2025-03-10 06:18:22,2937.01513672
2025-03-10 06:19:22,2936.68774414
2025-03-10 06:20:22,2936.23608398
2025-03-10 06:21:22,2935.78491211
2025-03-10 06:22:22,2935.14819336
2025-03-10 06:23:22,2935.46704102
2025-03-10 06:24:22,2935.14819336
2025-03-10 06:25:22,2935.53198242
2025-03-10 06:26:22,2935.21044922
2025-03-10 06:27:22,2935.02026367
2025-03-10 06:28:22,2934.765625
2025-03-10 06:29:22,2935.02026367
2025-03-10 06:30:22,2935.21044922
2025-03-10 06:31:22,2935.40283203
2025-03-10 06:32:22,2935.02026367
2025-03-10 06:33:22,2935.02026367
2025-03-10 06:34:22,2934.70605469
2025-03-10 06:35:22,2935.14819336
2025-03-10 06:36:22,2935.08105469
2025-03-10 06:37:22,2934.89306641
2025-03-10 06:38:22,2933.81567383
2025-03-10 06:39:22,2932.80371094
2025-03-10 06:40:22,2931.59765625
2025-03-10 06:41:22,2930.63842773
2025-03-10 06:42:22,2930.63842773
2025-03-10 06:43:22,2932.55029297
2025-03-10 06:44:22,2932.421875
2025-03-10 06:45:22,2932.55029297
2025-03-10 06:46:22,2932.35864258
2025-03-10 06:47:22,2933.18164062
2025-03-10 06:48:22,2933.18164062
2025-03-10 06:49:22,2933.05761719
2025-03-10 06:50:22,2932.55029297
2025-03-10 06:51:22,2932.29589844
2025-03-10 06:52:22,2931.72412109
2025-03-10 06:53:22,2930.63842773
2025-03-10 06:54:22,2931.40527344
2025-03-10 06:55:22,2930.63842773
2025-03-10 06:56:22,2931.46826172
2025-03-10 06:57:22,2931.66137695
2025-03-10 06:58:22,2931.27954102
2025-03-10 06:59:22,2931.21533203
2025-03-10 07:00:22,2930.89404297
2025-03-10 07:01:22,2930.51147461
2025-03-10 07:02:22,2929.93505859
2025-03-10 07:03:22,2931.27954102
2025-03-10 07:04:22,2930.89404297
2025-03-10 07:05:22,2931.40527344
2025-03-10 07:06:22,2931.72412109
2025-03-10 07:07:22,2931.72412109
2025-03-10 07:08:22,2932.48535156
2025-03-10 07:09:22,2932.29589844
2025-03-10 07:10:22,2932.48535156
2025-03-10 07:11:22,2933.05761719
2025-03-10 07:12:22,2933.18164062
2025-03-10 07:13:22,2932.92797852
2025-03-10 07:14:22,2932.61425781
2025-03-10 07:15:22,2932.74023438
2025-03-10 07:16:22,2932.8659668
2025-03-10 07:17:22,2932.48535156
2025-03-10 07:18:22,2932.16894531
2025-03-10 07:19:22,2932.04150391
2025-03-10 07:20:22,2932.421875
2025-03-10 07:21:22,2933.94506836
2025-03-10 07:22:22,2932.8659668
2025-03-10 07:23:22,2931.78686523
2025-03-10 07:24:22,2931.97729492
2025-03-10 07:25:22,2931.72412109
2025-03-10 07:26:22,2931.85131836
2025-03-10 07:27:22,2931.72412109
2025-03-10 07:28:22,2931.53320312
2025-03-10 07:29:22,2930.51147461
2025-03-10 07:30:22,2930.76708984
2025-03-10 07:31:22,2929.93505859
2025-03-10 07:32:22,2930.12890625
2025-03-10 07:33:22,2929.42407227
2025-03-10 07:34:22,2929.93505859
2025-03-10 07:35:22,2928.84301758
2025-03-10 07:36:22,2929.42407227
2025-03-10 07:37:22,2929.87036133
2025-03-10 07:38:22,2930.38452148
2025-03-10 07:39:22,2931.02270508
2025-03-10 07:40:22,2930.703125
2025-03-10 07:41:22,2930.57617188
2025-03-10 07:42:22,2930.25537109
2025-03-10 07:43:22,2930.25537109
2025-03-10 07:44:22,2931.02270508
2025-03-10 07:45:22,2931.27954102
2025-03-10 07:46:22,2931.9128418
2025-03-10 07:47:22,2931.85131836
2025-03-10 07:48:22,2931.66137695
2025-03-10 07:49:22,2931.08666992
2025-03-10 07:50:22,2931.27954102
2025-03-10 07:51:22,2930.76708984
2025-03-10 07:52:22,2931.40527344
2025-03-10 07:53:22,2930.44824219
2025-03-10 07:54:22,2930.57617188
2025-03-10 07:55:22,2929.2277832
2025-03-10 07:56:22,2929.03588867
2025-03-10 07:57:22,2928.26342773
2025-03-10 07:58:22,2928.26342773
2025-03-10 07:59:22,2929.16577148
2025-03-10 08:00:22,2928.20019531
2025-03-10 08:01:22,2926.97680664
2025-03-10 08:02:22,2928.0078125
2025-03-10 08:03:22,2927.62036133
2025-03-10 08:04:22,2927.36254883
2025-03-10 08:05:22,2928.26342773
2025-03-10 08:06:22,2927.7487793
2025-03-10 08:07:22,2928.0078125
2025-03-10 08:08:22,2927.55419922
2025-03-10 08:09:22,2929.93505859
2025-03-10 08:10:22,2930.44824219
2025-03-10 08:11:22,2930.83056641
2025-03-10 08:12:22,2929.55151367
2025-03-10 08:13:22,2929.74243164
2025-03-10 08:14:22,2929.48779297
2025-03-10 08:15:22,2927.7487793
2025-03-10 08:16:22,2928.3293457
2025-03-10 08:17:22,2928.20019531
2025-03-10 08:18:22,2927.10473633
2025-03-10 08:19:22,2928.71484375
2025-03-10 08:20:22,2929.16577148
2025-03-10 08:21:22,2928.07202148
2025-03-10 08:22:22,2927.7487793
2025-03-10 08:23:22,2928.71484375
2025-03-10 08:24:22,2931.08666992
2025-03-10 08:25:22,2931.85131836
2025-03-10 08:26:22,2931.85131836
2025-03-10 08:27:22,2933.30737305
2025-03-10 08:28:22,2932.92797852
2025-03-10 08:29:22,2932.04150391
2025-03-10 08:30:22,2933.1184082
2025-03-10 08:31:22,2933.24682617
2025-03-10 08:32:22,2931.02270508
2025-03-10 08:33:22,2928.71484375
2025-03-10 08:34:22,2926.00732422
2025-03-10 08:35:22,2925.30126953
2025-03-10 08:36:22,2922.29394531
2025-03-10 08:37:22,2918.12133789
2025-03-10 08:38:22,2921.09448242
2025-03-10 08:39:22,2920.84399414
2025-03-10 08:40:22,2919.90600586
2025-03-10 08:41:22,2920.52832031
2025-03-10 08:42:22,2920.78027344
2025-03-10 08:43:22,2920.84399414
2025-03-10 08:44:22,2920.52832031
2025-03-10 08:45:22,2921.8515625
2025-03-10 08:46:22,2921.8515625
2025-03-10 08:47:22,2919.84448242
2025-03-10 08:48:22,2920.84399414
2025-03-10 08:49:22,2919.65844727
2025-03-10 08:50:22,2920.52832031
2025-03-10 08:51:22,2920.03051758
2025-03-10 08:52:22,2920.59228516
2025-03-10 08:53:22,2918.36450195
2025-03-10 08:54:22,2916.61108398
2025-03-10 08:55:22,2919.34936523
2025-03-10 08:56:22,2921.15625
2025-03-10 08:57:22,2919.34936523
2025-03-10 08:58:22,2919.78344727
2025-03-10 08:59:22,2918.97924805
2025-03-10 09:00:22,2919.34936523
2025-03-10 09:01:22,2917.93847656
2025-03-10 09:02:22,2916.19311523
2025-03-10 09:03:22,2917.69604492
2025-03-10 09:04:22,2917.09155273
2025-03-10 09:05:22,2917.99902344
2025-03-10 09:06:22,2920.09350586
2025-03-10 09:07:22,2922.23217773
2025-03-10 09:08:22,2922.35742188
2025-03-10 09:09:22,2922.67602539
2025-03-10 09:10:22,2923.95166016
2025-03-10 09:11:22,2924.78588867
2025-03-10 09:12:22,2924.52832031
2025-03-10 09:13:22,2926.13891602
2025-03-10 09:14:22,2926.26635742
2025-03-10 09:15:22,2926.97680664
2025-03-10 09:16:22,2925.94384766
2025-03-10 09:17:22,2926.59008789
2025-03-10 09:18:22,2928.13745117
2025-03-10 09:19:22,2926.78295898
2025-03-10 09:20:22,2926.33178711
2025-03-10 09:21:22,2926.84545898
2025-03-10 09:22:22,2927.16918945
2025-03-10 09:23:22,2928.13745117
2025-03-10 09:24:22,2926.13891602
2025-03-10 09:25:22,2924.72143555
2025-03-10 09:26:22,2925.36425781
2025-03-10 09:27:22,2924.59204102
2025-03-10 09:28:22,2923.50292969
2025-03-10 09:29:22,2923.69506836
2025-03-10 09:30:22,2924.27392578
2025-03-10 09:31:22,2923.18530273
2025-03-10 09:32:22,2922.35742188
2025-03-10 09:33:22,2922.35742188
2025-03-10 09:34:22,2923.05737305
2025-03-10 09:35:22,2925.10791016
2025-03-10 09:36:22,2925.62182617
2025-03-10 09:37:22,2923.44116211
2025-03-10 09:38:22,2923.31298828
2025-03-10 09:39:22,2923.82470703
2025-03-10 09:40:22,2920.78027344
2025-03-10 09:41:22,2920.84399414
2025-03-10 09:42:22,2922.23217773
2025-03-10 09:43:22,2921.59741211
2025-03-10 09:44:22,2921.03295898
2025-03-10 09:45:22,2921.97729492
2025-03-10 09:46:22,2922.35742188
2025-03-10 09:47:22,2921.7253418
2025-03-10 09:48:22,2921.78759766
2025-03-10 09:49:22,2923.56884766
2025-03-10 09:50:22,2921.22045898
2025-03-10 09:51:22,2921.40942383
2025-03-10 09:52:22,2921.09448242
2025-03-10 09:53:22,2918.42626953
2025-03-10 09:54:22,2918.97924805
2025-03-10 09:55:22,2918.79370117
2025-03-10 09:56:22,2919.40991211
2025-03-10 09:57:22,2918.73242188
2025-03-10 09:58:22,2918.12133789
2025-03-10 09:59:22,2917.63525391
2025-03-10 10:00:22,2918.97924805
2025-03-10 10:01:22,2920.21826172
2025-03-10 10:02:22,2920.15551758
2025-03-10 10:03:22,2919.47119141
2025-03-10 10:04:22,2917.33251953
2025-03-10 10:05:22,2917.99902344
2025-03-10 10:06:22,2914.83764648
2025-03-10 10:07:22,2914.42797852
2025-03-10 10:08:22,2914.66259766
2025-03-10 10:09:22,2913.90698242
2025-03-10 10:10:22,2910.99487305
2025-03-10 10:11:22,2910.03393555
2025-03-10 10:12:22,2909.58129883
2025-03-10 10:13:22,2909.46801758
2025-03-10 10:14:22,2907.53369141
2025-03-10 10:15:22,2905.74072266
2025-03-10 10:16:22,2905.68237305
2025-03-10 10:17:22,2906.15014648
2025-03-10 10:18:22,2905.27197266
2025-03-10 10:19:22,2904.85961914
2025-03-10 10:20:22,2900.16821289
2025-03-10 10:21:22,2898.78344727
2025-03-10 10:22:22,2900.60449219
2025-03-10 10:23:22,2898.14892578
2025-03-10 10:24:22,2896.16992188
2025-03-10 10:25:22,2894.31054688
2025-03-10 10:26:22,2893.47875977
2025-03-10 10:27:22,2896.61865234
2025-03-10 10:28:22,2899.79150391
2025-03-10 10:29:22,2900.79248047
2025-03-10 10:30:22,2901.59667969
2025-03-10 10:31:22,2902.02709961
2025-03-10 10:32:22,2902.63818359
2025-03-10 10:33:22,2903.78759766
2025-03-10 10:34:22,2904.20556641
2025-03-10 10:35:22,2905.44750977
2025-03-10 10:36:22,2906.43969727
2025-03-10 10:37:22,2905.56567383
2025-03-10 10:38:22,2904.68261719
2025-03-10 10:39:22,2904.08691406
2025-03-10 10:40:22,2903.06396484
2025-03-10 10:41:22,2903.30517578
2025-03-10 10:42:22,2902.88134766
2025-03-10 10:43:22,2902.63818359
2025-03-10 10:44:22,2903.30517578
2025-03-10 10:45:22,2902.5168457
2025-03-10 10:46:22,2901.47436523
2025-03-10 10:47:22,2901.96606445
2025-03-10 10:48:22,2901.2265625
2025-03-10 10:49:22,2901.47436523
2025-03-10 10:50:22,2903.24584961
2025-03-10 10:51:22,2903.00317383
2025-03-10 10:52:22,2902.27294922
2025-03-10 10:53:22,2900.85400391
2025-03-10 10:54:22,2899.98095703
2025-03-10 10:55:22,2900.10546875
2025-03-10 10:56:22,2900.66748047
2025-03-10 10:57:22,2901.72119141
2025-03-10 10:58:22,2902.45532227
2025-03-10 10:59:22,2904.02685547
2025-03-10 11:00:22,2902.02709961
2025-03-10 11:01:22,2901.41162109
2025-03-10 11:02:22,2902.63818359
2025-03-10 11:03:22,2902.27294922
2025-03-10 11:04:22,2902.39501953
2025-03-10 11:05:22,2903.06396484
2025-03-10 11:06:22,2900.85400391
2025-03-10 11:07:22,2900.48022461
2025-03-10 11:08:22,2900.10546875
2025-03-10 11:09:22,2898.08618164
2025-03-10 11:10:22,2897.06567383
2025-03-10 11:11:22,2896.61865234
2025-03-10 11:12:22,2895.65722656
2025-03-10 11:13:22,2895.08081055
2025-03-10 11:14:22,2894.82421875
2025-03-10 11:15:22,2895.40063477
2025-03-10 11:16:22,2895.46484375
2025-03-10 11:17:22,2894.44018555
2025-03-10 11:18:22,2893.703125
2025-03-10 11:19:22,2893.79907227
2025-03-10 11:20:22,2893.67114258
2025-03-10 11:21:22,2892.96777344
2025-03-10 11:22:22,2893.38354492
2025-03-10 11:23:22,2891.41015625
2025-03-10 11:24:22,2892.45825195
2025-03-10 11:25:22,2892.61621094
2025-03-10 11:26:22,2893.0
2025-03-10 11:27:22,2892.45825195
2025-03-10 11:28:22,2892.90283203
2025-03-10 11:29:22,2893.28662109
2025-03-10 11:30:22,2893.60668945
2025-03-10 11:31:22,2894.44018555
2025-03-10 11:32:22,2895.65722656
2025-03-10 11:33:22,2895.65722656
2025-03-10 11:34:22,2895.59448242
2025-03-10 11:35:22,2895.84985352
2025-03-10 11:36:22,2892.42578125
2025-03-10 11:37:22,2892.13916016
2025-03-10 11:38:22,2893.0
2025-03-10 11:39:22,2891.34692383
